transaction_id,account_id,transaction_date,transaction_type,transaction_amount,payment_mode
TXN105217,ACC1130,2025-06-11,Deposit,1300,Debit Card
TXN105236,ACC1130,2025-06-12,Withdrawal,798,Net Banking
TXN105208,ACC1130,2025-06-17,Withdrawal,1144,UPI
TXN105213,ACC1130,2025-06-27,Payment,34307,Net Banking
TXN105195,ACC1130,2025-07-01,Received,6310,Debit Card
TXN105220,ACC1130,2025-07-01,Withdrawal,2468,Net Banking
TXN105224,ACC1130,2025-07-05,Withdrawal,1743,UPI
TXN105202,ACC1130,2025-07-08,Transfer,2429,Debit Card
TXN105206,ACC1130,2025-07-08,Deposit,4511,UPI
TXN105222,ACC1130,2025-07-11,Payment,1778,Debit Card
TXN105189,ACC1130,2025-07-15,Received,6428,Credit Card
TXN105232,ACC1130,2025-07-18,Received,3712,UPI
TXN105231,ACC1130,2025-07-19,Received,10954,Credit Card
TXN105216,ACC1130,2025-07-23,Payment,1600,UPI
TXN105194,ACC1130,2025-07-26,Payment,2866,Debit Card
TXN105226,ACC1130,2025-07-26,Withdrawal,1204,UPI
TXN105218,ACC1130,2025-07-28,Transfer,2253,Credit Card
TXN105185,ACC1130,2025-07-29,Received,11020,UPI
TXN105212,ACC1130,2025-07-30,Payment,2882,Debit Card
TXN105196,ACC1130,2025-08-05,Transfer,163,Credit Card
TXN105197,ACC1130,2025-08-08,Payment,2176,UPI
TXN105191,ACC1130,2025-08-29,Withdrawal,1492,Net Banking
TXN105209,ACC1130,2025-08-31,Transfer,125,Debit Card
TXN105211,ACC1130,2025-08-31,Received,7030,Credit Card
TXN105235,ACC1130,2025-08-31,Deposit,13986,UPI
TXN105228,ACC1130,2025-09-02,Payment,1435,Debit Card
TXN105223,ACC1130,2025-09-03,Withdrawal,1396,Net Banking
TXN105227,ACC1130,2025-09-03,Received,10970,Debit Card
TXN105234,ACC1130,2025-09-05,Payment,1495,Credit Card
TXN105192,ACC1130,2025-09-07,Withdrawal,2328,Net Banking
TXN105215,ACC1130,2025-09-13,Transfer,632,Net Banking
TXN105207,ACC1130,2025-09-14,Payment,2278,UPI
TXN105198,ACC1130,2025-10-08,Payment,2598,Credit Card
TXN105200,ACC1130,2025-10-08,Payment,995,Debit Card
TXN105225,ACC1130,2025-10-16,Payment,1818,Net Banking
TXN105190,ACC1130,2025-10-17,Received,1284,Credit Card
TXN105188,ACC1130,2025-10-21,Deposit,6813,Debit Card
TXN105230,ACC1130,2025-10-23,Payment,1461,Net Banking
TXN105199,ACC1130,2025-10-24,Deposit,11090,UPI
TXN105193,ACC1130,2025-10-25,Withdrawal,2638,UPI
TXN105237,ACC1130,2025-10-26,Deposit,10152,Debit Card
TXN105201,ACC1130,2025-11-08,Payment,869,Credit Card
TXN105186,ACC1130,2025-11-11,Received,4222,Credit Card
TXN105283,ACC1131,2025-05-20,Withdrawal,2227,Debit Card
TXN105273,ACC1131,2025-05-23,Received,8668,Net Banking
TXN105264,ACC1131,2025-05-26,Deposit,10302,Debit Card
TXN105257,ACC1131,2025-05-28,Received,6994,Debit Card
TXN105247,ACC1131,2025-06-03,Payment,1148,Credit Card
TXN105240,ACC1131,2025-06-08,Deposit,1434,Net Banking
TXN105250,ACC1131,2025-06-08,Deposit,13755,Credit Card
TXN105255,ACC1131,2025-06-08,Payment,573,Credit Card
TXN105277,ACC1131,2025-06-12,Transfer,624,Debit Card
TXN105248,ACC1131,2025-06-18,Payment,1641,Credit Card
TXN105249,ACC1131,2025-06-22,Payment,340,Credit Card
TXN105267,ACC1131,2025-06-23,Transfer,518,Credit Card
TXN105253,ACC1131,2025-06-24,Payment,2285,Net Banking
TXN105272,ACC1131,2025-07-02,Payment,1058,Credit Card
TXN105265,ACC1131,2025-07-10,Deposit,4312,UPI
TXN105268,ACC1131,2025-07-10,Payment,2044,UPI
TXN105260,ACC1131,2025-07-13,Payment,1362,Credit Card
TXN105263,ACC1131,2025-07-16,Transfer,1697,Debit Card
TXN105274,ACC1131,2025-07-19,Payment,2897,Net Banking
TXN105270,ACC1131,2025-07-20,Withdrawal,2956,Debit Card
TXN105279,ACC1131,2025-07-22,Received,11652,UPI
TXN105281,ACC1131,2025-08-02,Payment,1549,Net Banking
TXN105282,ACC1131,2025-08-09,Received,8539,UPI
TXN105246,ACC1131,2025-08-15,Payment,1776,Net Banking
TXN105254,ACC1131,2025-08-17,Payment,2197,UPI
TXN105269,ACC1131,2025-08-22,Deposit,12111,Credit Card
TXN105238,ACC1131,2025-08-23,Deposit,8233,Debit Card
TXN105271,ACC1131,2025-08-25,Transfer,1576,UPI
TXN105245,ACC1131,2025-08-28,Withdrawal,2436,Debit Card
TXN105280,ACC1131,2025-09-03,Payment,295,Debit Card
TXN105266,ACC1131,2025-09-08,Received,6192,Net Banking
TXN105244,ACC1131,2025-09-12,Deposit,2637,Credit Card
TXN105258,ACC1131,2025-09-12,Deposit,10807,Net Banking
TXN105243,ACC1131,2025-09-17,Payment,1246,UPI
TXN105276,ACC1131,2025-09-18,Deposit,9427,Credit Card
TXN105259,ACC1131,2025-09-23,Payment,2406,Net Banking
TXN105261,ACC1131,2025-09-23,Withdrawal,714,Net Banking
TXN105256,ACC1131,2025-09-24,Payment,548,Debit Card
TXN105262,ACC1131,2025-10-03,Withdrawal,829,UPI
TXN105278,ACC1131,2025-10-05,Transfer,1823,Debit Card
TXN105275,ACC1131,2025-10-09,Transfer,2031,Debit Card
TXN105251,ACC1131,2025-10-10,Transfer,1213,Net Banking
TXN105252,ACC1131,2025-10-12,Deposit,6728,Net Banking
TXN105239,ACC1131,2025-10-16,Payment,2139,Credit Card
TXN105241,ACC1131,2025-10-17,Received,6258,UPI
TXN105242,ACC1131,2025-10-28,Payment,447,Credit Card
TXN105305,ACC1132,2025-05-18,Payment,2691,UPI
TXN105315,ACC1132,2025-05-26,Payment,106,Credit Card
TXN105286,ACC1132,2025-06-02,Withdrawal,1058,Debit Card
TXN105290,ACC1132,2025-06-04,Transfer,2638,Debit Card
TXN105301,ACC1132,2025-06-08,Transfer,1673,Credit Card
TXN105284,ACC1132,2025-06-09,Payment,1070,Credit Card
TXN105295,ACC1132,2025-06-10,Withdrawal,2483,Credit Card
TXN105329,ACC1132,2025-06-10,Deposit,11323,Net Banking
TXN105288,ACC1132,2025-06-14,Payment,1933,Debit Card
TXN105296,ACC1132,2025-06-14,Withdrawal,1564,Credit Card
TXN105308,ACC1132,2025-06-14,Deposit,10530,Debit Card
TXN105300,ACC1132,2025-06-19,Payment,1560,Net Banking
TXN105323,ACC1132,2025-06-20,Received,9990,Net Banking
TXN105299,ACC1132,2025-06-21,Received,11683,UPI
TXN105304,ACC1132,2025-07-01,Payment,873,Credit Card
TXN105324,ACC1132,2025-07-02,Payment,2876,UPI
TXN105322,ACC1132,2025-07-07,Payment,2764,Credit Card
TXN105293,ACC1132,2025-07-14,Transfer,2142,Net Banking
TXN105319,ACC1132,2025-07-16,Received,7083,UPI
TXN105314,ACC1132,2025-07-21,Transfer,1352,Debit Card
TXN105285,ACC1132,2025-07-23,Withdrawal,423,Credit Card
TXN105320,ACC1132,2025-07-31,Received,2153,Net Banking
TXN105302,ACC1132,2025-08-02,Payment,2076,Net Banking
TXN105316,ACC1132,2025-08-06,Deposit,6737,Net Banking
TXN105307,ACC1132,2025-08-09,Payment,2667,Net Banking
TXN105309,ACC1132,2025-08-10,Withdrawal,1155,UPI
TXN105310,ACC1132,2025-08-10,Deposit,4069,Debit Card
TXN105325,ACC1132,2025-08-14,Payment,1856,Credit Card
TXN105317,ACC1132,2025-08-15,Transfer,1164,UPI
TXN105303,ACC1132,2025-08-19,Received,12763,UPI
TXN105311,ACC1132,2025-08-24,Withdrawal,1142,UPI
TXN105306,ACC1132,2025-08-29,Payment,22631,Credit Card
TXN105318,ACC1132,2025-09-11,Payment,2254,Net Banking
TXN105297,ACC1132,2025-09-16,Transfer,2784,Net Banking
TXN105327,ACC1132,2025-09-17,Received,9731,Credit Card
TXN105328,ACC1132,2025-09-24,Received,5687,Net Banking
TXN105287,ACC1132,2025-09-29,Payment,2774,Debit Card
TXN105294,ACC1132,2025-10-02,Transfer,995,UPI
TXN105289,ACC1132,2025-10-05,Transfer,1685,UPI
TXN105292,ACC1132,2025-10-05,Received,9072,Net Banking
TXN105312,ACC1132,2025-10-16,Transfer,2004,Debit Card
TXN105326,ACC1132,2025-10-16,Transfer,2278,Credit Card
TXN105321,ACC1132,2025-10-22,Received,1402,Debit Card
TXN105313,ACC1132,2025-10-25,Payment,890,Debit Card
TXN105291,ACC1132,2025-11-09,Payment,31621,Net Banking
TXN105298,ACC1132,2025-11-12,Withdrawal,2121,Credit Card
TXN105352,ACC1133,2025-05-17,Withdrawal,1850,Net Banking
TXN105335,ACC1133,2025-05-18,Payment,800,UPI
TXN105339,ACC1133,2025-05-20,Withdrawal,2633,Credit Card
TXN105349,ACC1133,2025-05-20,Payment,2539,Credit Card
TXN105344,ACC1133,2025-05-24,Payment,122,Debit Card
TXN105337,ACC1133,2025-05-26,Transfer,529,Net Banking
TXN105379,ACC1133,2025-05-30,Transfer,652,UPI
TXN105365,ACC1133,2025-05-31,Payment,2801,Credit Card
TXN105347,ACC1133,2025-06-14,Transfer,1128,Net Banking
TXN105375,ACC1133,2025-06-15,Transfer,865,UPI
TXN105333,ACC1133,2025-06-16,Payment,2530,UPI
TXN105370,ACC1133,2025-06-22,Deposit,14036,Debit Card
TXN105360,ACC1133,2025-06-23,Withdrawal,2846,Credit Card
TXN105372,ACC1133,2025-06-27,Payment,2834,UPI
TXN105332,ACC1133,2025-06-28,Payment,960,Credit Card
TXN105374,ACC1133,2025-07-02,Received,13834,Credit Card
TXN105376,ACC1133,2025-07-05,Deposit,12334,Debit Card
TXN105343,ACC1133,2025-07-06,Transfer,1239,Credit Card
TXN105361,ACC1133,2025-07-07,Received,2585,Net Banking
TXN105373,ACC1133,2025-07-09,Withdrawal,384,Credit Card
TXN105385,ACC1133,2025-07-09,Withdrawal,1821,Credit Card
TXN105346,ACC1133,2025-07-10,Withdrawal,457,Credit Card
TXN105331,ACC1133,2025-07-14,Received,10124,Credit Card
TXN105386,ACC1133,2025-07-14,Deposit,3547,UPI
TXN105362,ACC1133,2025-07-28,Withdrawal,294,Net Banking
TXN105380,ACC1133,2025-07-29,Received,10175,Credit Card
TXN105381,ACC1133,2025-07-30,Received,1742,Credit Card
TXN105377,ACC1133,2025-08-05,Withdrawal,330,UPI
TXN105378,ACC1133,2025-08-05,Payment,973,Net Banking
TXN105355,ACC1133,2025-08-09,Received,6247,Debit Card
TXN105358,ACC1133,2025-08-16,Received,6971,Net Banking
TXN105382,ACC1133,2025-08-17,Deposit,13202,Credit Card
TXN105368,ACC1133,2025-08-18,Received,6750,Credit Card
TXN105383,ACC1133,2025-08-18,Transfer,2502,UPI
TXN105351,ACC1133,2025-08-25,Withdrawal,1917,UPI
TXN105364,ACC1133,2025-08-28,Payment,179,UPI
TXN105357,ACC1133,2025-09-05,Received,6931,Net Banking
TXN105387,ACC1133,2025-09-06,Payment,2336,Credit Card
TXN105340,ACC1133,2025-09-07,Deposit,9690,Credit Card
TXN105353,ACC1133,2025-09-07,Payment,284,UPI
TXN105341,ACC1133,2025-09-08,Deposit,4454,UPI
TXN105363,ACC1133,2025-09-08,Transfer,588,Credit Card
TXN105367,ACC1133,2025-09-11,Transfer,720,Credit Card
TXN105345,ACC1133,2025-09-15,Payment,572,UPI
TXN105342,ACC1133,2025-09-19,Payment,2983,UPI
TXN105348,ACC1133,2025-09-19,Payment,807,Net Banking
TXN105384,ACC1133,2025-09-20,Deposit,1954,Credit Card
TXN105371,ACC1133,2025-09-23,Received,6187,Net Banking
TXN105366,ACC1133,2025-10-02,Received,13973,UPI
TXN105336,ACC1133,2025-10-05,Deposit,7700,Debit Card
TXN105359,ACC1133,2025-10-06,Received,6310,Credit Card
TXN105356,ACC1133,2025-10-09,Withdrawal,2720,Credit Card
TXN105334,ACC1133,2025-10-10,Payment,1252,Net Banking
TXN105369,ACC1133,2025-10-29,Received,2287,Debit Card
TXN105354,ACC1133,2025-10-30,Withdrawal,2032,Credit Card
TXN105350,ACC1133,2025-11-10,Deposit,7615,UPI
TXN105330,ACC1133,2025-11-12,Withdrawal,333,Debit Card
TXN105338,ACC1133,2025-11-14,Transfer,2598,UPI
TXN105429,ACC1134,2025-05-21,Deposit,14827,Net Banking
TXN105437,ACC1134,2025-05-26,Received,1787,Credit Card
TXN105411,ACC1134,2025-05-30,Withdrawal,1392,Net Banking
TXN105409,ACC1134,2025-06-04,Payment,568,Debit Card
TXN105408,ACC1134,2025-06-06,Payment,328,Net Banking
TXN105399,ACC1134,2025-06-10,Transfer,1986,UPI
TXN105391,ACC1134,2025-06-15,Transfer,2490,UPI
TXN105405,ACC1134,2025-06-15,Transfer,845,Credit Card
TXN105435,ACC1134,2025-06-22,Received,4731,Debit Card
TXN105426,ACC1134,2025-06-24,Withdrawal,2156,Net Banking
TXN105393,ACC1134,2025-06-29,Payment,2814,Credit Card
TXN105413,ACC1134,2025-07-06,Withdrawal,1016,Credit Card
TXN105438,ACC1134,2025-07-06,Transfer,1629,Debit Card
TXN105406,ACC1134,2025-07-08,Withdrawal,596,Credit Card
TXN105394,ACC1134,2025-07-10,Withdrawal,1469,UPI
TXN105444,ACC1134,2025-07-13,Received,4098,Debit Card
TXN105415,ACC1134,2025-07-18,Payment,1475,Credit Card
TXN105443,ACC1134,2025-07-18,Payment,41309,Debit Card
TXN105395,ACC1134,2025-07-19,Withdrawal,1874,Credit Card
TXN105407,ACC1134,2025-07-19,Payment,1914,Credit Card
TXN105400,ACC1134,2025-07-20,Payment,691,Credit Card
TXN105422,ACC1134,2025-07-22,Payment,2144,UPI
TXN105404,ACC1134,2025-07-23,Payment,1986,Net Banking
TXN105420,ACC1134,2025-07-26,Transfer,1594,Credit Card
TXN105436,ACC1134,2025-07-28,Received,12498,Credit Card
TXN105398,ACC1134,2025-07-29,Withdrawal,293,Debit Card
TXN105442,ACC1134,2025-07-31,Transfer,991,Credit Card
TXN105392,ACC1134,2025-08-01,Payment,2498,Credit Card
TXN105388,ACC1134,2025-08-10,Payment,2534,Credit Card
TXN105441,ACC1134,2025-08-10,Deposit,2971,Credit Card
TXN105410,ACC1134,2025-08-13,Withdrawal,661,Credit Card
TXN105421,ACC1134,2025-08-17,Payment,2862,UPI
TXN105440,ACC1134,2025-08-17,Withdrawal,2753,Net Banking
TXN105390,ACC1134,2025-08-19,Withdrawal,2493,Credit Card
TXN105431,ACC1134,2025-08-23,Payment,1668,Credit Card
TXN105417,ACC1134,2025-08-25,Transfer,2581,Credit Card
TXN105402,ACC1134,2025-08-26,Received,9416,Credit Card
TXN105428,ACC1134,2025-08-31,Deposit,1514,UPI
TXN105433,ACC1134,2025-09-05,Payment,1975,Credit Card
TXN105418,ACC1134,2025-09-08,Withdrawal,997,Credit Card
TXN105427,ACC1134,2025-09-09,Withdrawal,2648,Credit Card
TXN105432,ACC1134,2025-09-10,Withdrawal,2063,Credit Card
TXN105414,ACC1134,2025-09-22,Received,13973,UPI
TXN105403,ACC1134,2025-09-23,Deposit,9180,Debit Card
TXN105423,ACC1134,2025-09-23,Received,7176,UPI
TXN105430,ACC1134,2025-09-23,Payment,2517,Credit Card
TXN105439,ACC1134,2025-09-27,Payment,2342,UPI
TXN105419,ACC1134,2025-09-28,Deposit,2532,Net Banking
TXN105396,ACC1134,2025-10-03,Withdrawal,1622,UPI
TXN105416,ACC1134,2025-10-04,Transfer,1617,UPI
TXN105397,ACC1134,2025-10-05,Withdrawal,578,Credit Card
TXN105424,ACC1134,2025-10-06,Payment,897,Debit Card
TXN105425,ACC1134,2025-10-18,Payment,1727,UPI
TXN105434,ACC1134,2025-10-21,Deposit,14063,UPI
TXN105401,ACC1134,2025-11-04,Payment,975,UPI
TXN105389,ACC1134,2025-11-05,Received,1858,Net Banking
TXN105412,ACC1134,2025-11-09,Deposit,5067,Credit Card
TXN105495,ACC1135,2025-05-17,Payment,1165,UPI
TXN105461,ACC1135,2025-05-25,Transfer,1956,Credit Card
TXN105480,ACC1135,2025-06-02,Withdrawal,1405,Credit Card
TXN105479,ACC1135,2025-06-09,Transfer,1129,Debit Card
TXN105490,ACC1135,2025-06-14,Deposit,7977,Debit Card
TXN105493,ACC1135,2025-06-16,Payment,2819,Credit Card
TXN105489,ACC1135,2025-06-17,Payment,1411,Credit Card
TXN105452,ACC1135,2025-06-21,Payment,848,Net Banking
TXN105462,ACC1135,2025-06-25,Transfer,1192,Net Banking
TXN105487,ACC1135,2025-06-26,Withdrawal,2014,Debit Card
TXN105467,ACC1135,2025-07-02,Payment,2634,Net Banking
TXN105481,ACC1135,2025-07-02,Withdrawal,679,Credit Card
TXN105458,ACC1135,2025-07-04,Deposit,10375,UPI
TXN105473,ACC1135,2025-07-04,Transfer,1710,Net Banking
TXN105447,ACC1135,2025-07-05,Payment,1101,Debit Card
TXN105482,ACC1135,2025-07-05,Transfer,1769,Net Banking
TXN105498,ACC1135,2025-07-08,Deposit,4012,Credit Card
TXN105475,ACC1135,2025-07-10,Transfer,1058,Credit Card
TXN105471,ACC1135,2025-07-23,Received,11577,Credit Card
TXN105445,ACC1135,2025-07-25,Payment,2862,Debit Card
TXN105451,ACC1135,2025-07-26,Received,5138,Debit Card
TXN105470,ACC1135,2025-07-27,Transfer,1129,UPI
TXN105478,ACC1135,2025-08-02,Transfer,1830,Credit Card
TXN105449,ACC1135,2025-08-06,Transfer,684,UPI
TXN105448,ACC1135,2025-08-10,Received,8688,Credit Card
TXN105485,ACC1135,2025-08-12,Withdrawal,2388,Net Banking
TXN105446,ACC1135,2025-08-14,Payment,275,Credit Card
TXN105488,ACC1135,2025-08-14,Deposit,12115,UPI
TXN105468,ACC1135,2025-08-18,Withdrawal,1515,Net Banking
TXN105466,ACC1135,2025-08-19,Withdrawal,2899,UPI
TXN105474,ACC1135,2025-08-29,Transfer,1870,Net Banking
TXN105486,ACC1135,2025-08-29,Withdrawal,551,Credit Card
TXN105453,ACC1135,2025-09-02,Withdrawal,1017,UPI
TXN105454,ACC1135,2025-09-03,Received,7166,UPI
TXN105497,ACC1135,2025-09-03,Payment,2997,Net Banking
TXN105465,ACC1135,2025-09-06,Received,4832,Net Banking
TXN105477,ACC1135,2025-09-16,Withdrawal,149,Debit Card
TXN105496,ACC1135,2025-09-17,Received,7098,Credit Card
TXN105463,ACC1135,2025-09-18,Transfer,734,UPI
TXN105455,ACC1135,2025-09-19,Transfer,2581,UPI
TXN105469,ACC1135,2025-09-24,Deposit,1862,Net Banking
TXN105464,ACC1135,2025-09-28,Deposit,3899,UPI
TXN105492,ACC1135,2025-10-01,Payment,2356,Net Banking
TXN105476,ACC1135,2025-10-05,Payment,12078,Debit Card
TXN105456,ACC1135,2025-10-06,Transfer,1809,Net Banking
TXN105459,ACC1135,2025-10-11,Payment,268,Credit Card
TXN105460,ACC1135,2025-10-17,Received,7864,Credit Card
TXN105472,ACC1135,2025-10-18,Received,14818,UPI
TXN105450,ACC1135,2025-10-19,Payment,1361,UPI
TXN105491,ACC1135,2025-10-19,Payment,272,UPI
TXN105494,ACC1135,2025-10-30,Deposit,12419,UPI
TXN105483,ACC1135,2025-11-10,Payment,2412,UPI
TXN105457,ACC1135,2025-11-12,Deposit,1650,Debit Card
TXN105484,ACC1135,2025-11-15,Transfer,1566,UPI
TXN105529,ACC1136,2025-05-18,Payment,1724,UPI
TXN105501,ACC1136,2025-05-19,Deposit,1160,Debit Card
TXN105507,ACC1136,2025-05-20,Withdrawal,1623,Net Banking
TXN105543,ACC1136,2025-05-21,Payment,1709,Net Banking
TXN105535,ACC1136,2025-05-22,Payment,527,Credit Card
TXN105525,ACC1136,2025-05-24,Withdrawal,971,Credit Card
TXN105528,ACC1136,2025-05-30,Transfer,2738,Net Banking
TXN105513,ACC1136,2025-06-03,Withdrawal,2791,UPI
TXN105533,ACC1136,2025-06-14,Received,2831,Credit Card
TXN105524,ACC1136,2025-06-22,Transfer,713,UPI
TXN105523,ACC1136,2025-06-23,Withdrawal,1001,Debit Card
TXN105512,ACC1136,2025-06-30,Withdrawal,657,Credit Card
TXN105508,ACC1136,2025-07-03,Received,5450,Debit Card
TXN105541,ACC1136,2025-07-03,Received,10504,Net Banking
TXN105531,ACC1136,2025-07-09,Deposit,13410,UPI
TXN105542,ACC1136,2025-07-24,Payment,11049,Debit Card
TXN105530,ACC1136,2025-07-29,Received,3511,Debit Card
TXN105526,ACC1136,2025-07-30,Payment,734,UPI
TXN105520,ACC1136,2025-07-31,Received,8763,Net Banking
TXN105522,ACC1136,2025-08-05,Payment,1153,UPI
TXN105510,ACC1136,2025-08-09,Payment,1464,Credit Card
TXN105518,ACC1136,2025-08-09,Withdrawal,950,Credit Card
TXN105503,ACC1136,2025-08-10,Withdrawal,1797,UPI
TXN105506,ACC1136,2025-08-10,Received,11127,Debit Card
TXN105502,ACC1136,2025-08-13,Payment,2511,Net Banking
TXN105514,ACC1136,2025-08-15,Withdrawal,141,Credit Card
TXN105532,ACC1136,2025-08-23,Withdrawal,596,Credit Card
TXN105537,ACC1136,2025-08-25,Payment,1796,UPI
TXN105500,ACC1136,2025-08-29,Payment,44493,UPI
TXN105515,ACC1136,2025-09-01,Transfer,827,Credit Card
TXN105521,ACC1136,2025-09-10,Withdrawal,2165,Net Banking
TXN105538,ACC1136,2025-09-14,Deposit,10181,Net Banking
TXN105539,ACC1136,2025-09-14,Payment,1905,Credit Card
TXN105534,ACC1136,2025-09-15,Withdrawal,2069,UPI
TXN105527,ACC1136,2025-09-28,Deposit,13774,Net Banking
TXN105519,ACC1136,2025-09-29,Deposit,14512,Net Banking
TXN105540,ACC1136,2025-09-29,Transfer,927,Credit Card
TXN105517,ACC1136,2025-10-03,Deposit,5989,Credit Card
TXN105511,ACC1136,2025-10-05,Received,2662,Net Banking
TXN105499,ACC1136,2025-10-11,Received,10668,Net Banking
TXN105536,ACC1136,2025-10-28,Transfer,1221,Credit Card
TXN105505,ACC1136,2025-10-31,Payment,781,Net Banking
TXN105516,ACC1136,2025-11-01,Received,7298,Debit Card
TXN105504,ACC1136,2025-11-03,Deposit,8300,Debit Card
TXN105509,ACC1136,2025-11-11,Withdrawal,2013,Debit Card
TXN105557,ACC1137,2025-05-23,Transfer,991,Credit Card
TXN105576,ACC1137,2025-05-25,Deposit,2587,Net Banking
TXN105553,ACC1137,2025-05-28,Deposit,13497,Net Banking
TXN105572,ACC1137,2025-06-03,Withdrawal,843,Credit Card
TXN105561,ACC1137,2025-06-12,Payment,1597,UPI
TXN105574,ACC1137,2025-06-13,Deposit,4292,UPI
TXN105580,ACC1137,2025-06-13,Payment,180,UPI
TXN105564,ACC1137,2025-06-27,Payment,1915,Debit Card
TXN105567,ACC1137,2025-06-28,Withdrawal,2222,UPI
TXN105550,ACC1137,2025-07-03,Payment,2883,Net Banking
TXN105560,ACC1137,2025-07-05,Deposit,6437,Net Banking
TXN105555,ACC1137,2025-07-10,Transfer,485,Net Banking
TXN105549,ACC1137,2025-07-12,Payment,163,Net Banking
TXN105559,ACC1137,2025-07-13,Received,9144,UPI
TXN105554,ACC1137,2025-07-18,Transfer,995,Net Banking
TXN105562,ACC1137,2025-08-02,Transfer,1098,Credit Card
TXN105568,ACC1137,2025-08-02,Withdrawal,875,Credit Card
TXN105571,ACC1137,2025-08-03,Transfer,2353,UPI
TXN105546,ACC1137,2025-08-08,Payment,1433,Debit Card
TXN105578,ACC1137,2025-08-18,Transfer,1111,UPI
TXN105570,ACC1137,2025-08-24,Transfer,1954,Net Banking
TXN105563,ACC1137,2025-09-13,Withdrawal,362,Debit Card
TXN105577,ACC1137,2025-09-20,Payment,2111,Credit Card
TXN105575,ACC1137,2025-09-25,Payment,1398,Credit Card
TXN105552,ACC1137,2025-10-01,Received,13241,Net Banking
TXN105573,ACC1137,2025-10-02,Payment,131,Net Banking
TXN105565,ACC1137,2025-10-04,Payment,2782,UPI
TXN105547,ACC1137,2025-10-05,Payment,114,UPI
TXN105548,ACC1137,2025-10-07,Payment,36110,Debit Card
TXN105545,ACC1137,2025-10-13,Payment,1069,Net Banking
TXN105556,ACC1137,2025-10-13,Transfer,1894,Net Banking
TXN105579,ACC1137,2025-10-15,Received,6858,Credit Card
TXN105558,ACC1137,2025-10-19,Transfer,1345,Net Banking
TXN105551,ACC1137,2025-10-31,Payment,1249,Net Banking
TXN105569,ACC1137,2025-11-02,Payment,1151,Debit Card
TXN105566,ACC1137,2025-11-09,Deposit,2387,Debit Card
TXN105544,ACC1137,2025-11-12,Deposit,2934,Debit Card
TXN105627,ACC1138,2025-05-20,Payment,1060,UPI
TXN105583,ACC1138,2025-05-22,Withdrawal,2022,Debit Card
TXN105593,ACC1138,2025-05-22,Payment,2652,Debit Card
TXN105615,ACC1138,2025-05-25,Received,10936,UPI
TXN105594,ACC1138,2025-05-29,Payment,2855,Net Banking
TXN105589,ACC1138,2025-05-30,Payment,2420,Credit Card
TXN105601,ACC1138,2025-05-31,Transfer,248,Debit Card
TXN105614,ACC1138,2025-06-03,Deposit,4406,Net Banking
TXN105622,ACC1138,2025-06-06,Withdrawal,1646,Net Banking
TXN105585,ACC1138,2025-06-13,Payment,671,Net Banking
TXN105620,ACC1138,2025-06-16,Withdrawal,502,UPI
TXN105587,ACC1138,2025-06-19,Withdrawal,1396,Credit Card
TXN105609,ACC1138,2025-06-21,Payment,1828,UPI
TXN105610,ACC1138,2025-06-21,Payment,929,Credit Card
TXN105626,ACC1138,2025-06-21,Transfer,850,Debit Card
TXN105581,ACC1138,2025-06-25,Payment,721,Credit Card
TXN105591,ACC1138,2025-07-02,Transfer,110,Net Banking
TXN105623,ACC1138,2025-07-09,Withdrawal,2200,Credit Card
TXN105625,ACC1138,2025-07-12,Payment,1894,UPI
TXN105634,ACC1138,2025-07-13,Payment,2636,Credit Card
TXN105602,ACC1138,2025-07-15,Deposit,9309,UPI
TXN105618,ACC1138,2025-07-28,Transfer,2729,Credit Card
TXN105612,ACC1138,2025-08-02,Withdrawal,2570,Debit Card
TXN105606,ACC1138,2025-08-05,Payment,2514,Credit Card
TXN105629,ACC1138,2025-08-08,Withdrawal,851,Net Banking
TXN105592,ACC1138,2025-08-09,Deposit,10168,Debit Card
TXN105600,ACC1138,2025-08-12,Withdrawal,690,Credit Card
TXN105632,ACC1138,2025-08-12,Transfer,2669,Net Banking
TXN105624,ACC1138,2025-08-17,Transfer,1979,UPI
TXN105608,ACC1138,2025-08-19,Payment,1272,UPI
TXN105597,ACC1138,2025-08-29,Payment,1661,Credit Card
TXN105582,ACC1138,2025-09-01,Payment,1213,UPI
TXN105630,ACC1138,2025-09-01,Payment,2600,Net Banking
TXN105633,ACC1138,2025-09-02,Payment,2094,UPI
TXN105613,ACC1138,2025-09-13,Payment,2601,Net Banking
TXN105635,ACC1138,2025-09-13,Payment,2190,Net Banking
TXN105588,ACC1138,2025-09-14,Withdrawal,1793,Credit Card
TXN105598,ACC1138,2025-09-14,Received,2318,Credit Card
TXN105631,ACC1138,2025-09-17,Deposit,5015,Debit Card
TXN105628,ACC1138,2025-09-21,Withdrawal,1825,Credit Card
TXN105603,ACC1138,2025-09-28,Received,3024,Credit Card
TXN105599,ACC1138,2025-10-05,Withdrawal,406,UPI
TXN105617,ACC1138,2025-10-10,Payment,1872,UPI
TXN105605,ACC1138,2025-10-12,Transfer,1097,Debit Card
TXN105616,ACC1138,2025-10-13,Received,3859,Net Banking
TXN105586,ACC1138,2025-10-17,Received,1684,UPI
TXN105604,ACC1138,2025-10-28,Transfer,2573,Credit Card
TXN105596,ACC1138,2025-10-29,Payment,753,Credit Card
TXN105619,ACC1138,2025-10-31,Withdrawal,1991,Debit Card
TXN105621,ACC1138,2025-10-31,Transfer,1863,Credit Card
